p_comments_count,p_caption,p_ig_id,p_is_comment_enabled,p_like_count,p_media_type,p_owner,p_shortcode,p_timestamp,p_username,p_views_count,p_location,p_location_id,c_username,c_timestamp,c_text,c_like_count,c_id,c_parent_id
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,das_kuntzleur,2020-06-25 10:24:05,@jonjonzz1947 jack Dorsey needs to be shot,,17877638659707424,1.7855887526053686e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,thebanana3_gucciturtle,2020-06-20 01:59:47,No,3.0,17872172713772766,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,_taylor_10_,2020-06-20 02:00:09,#defundblacklivesmatter,46.0,17849379014149884,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,theo_pickering,2020-06-20 11:48:20,@_taylor_10_ what does this even mean???,3.0,17856334460045605,1.7849379014149884e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,_taylor_10_,2020-06-23 01:25:23,@theo_pickering it means BLM is a fake movement,12.0,17915761465438155,1.7849379014149884e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,marishaonly2,2020-06-27 02:14:28,@_taylor_10_ the truth is Black Lies Matter !,2.0,17896377895510018,1.7849379014149884e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,rzcero,2020-06-20 02:41:24,#megusta,2.0,17950557250345098,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,m1crog3m,2020-06-20 02:44:04,Twitter has an Instagram and Facebook has a Twitter what--🤷,14.0,17928464713390359,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,m1crog3m,2020-06-20 02:44:48,@o0binarycode0o Also instagram has a Twitter🤷,,17878656478676558,1.792846471339036e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,thediabeticlmao,2020-06-20 02:44:59,Twitter is absolute abomination of an app,87.0,18147287551056239,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,spaz6269,2020-06-20 12:02:26,Twitter is a horrible thing,6.0,17864081056886609,1.814728755105624e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,ok_nice_baby,2020-06-20 03:13:29,K,2.0,18073701604207036,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,killerdashthezombie,2020-06-20 01:25:48,"Name a Better Rapper than Me, I'll Wait! 🤔",8.0,17845539770210901,
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,astro.l14m,2020-06-20 01:26:51,@killerdashthezombie lil Uzi,,17854670156072621,1.78455397702109e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,no._.bodylikesyou,2020-06-20 01:27:12,@killerdashthezombie @comethazine,1.0,17849872667144116,1.78455397702109e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,fuckingrod,2020-06-20 01:29:07,@killerdashthezombie ice JJ fish,,18149164897044359,1.78455397702109e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,vroomo27,2020-06-20 01:31:01,@killerdashthezombie legit anyone else all I hear is mumble,,17844775232232293,1.78455397702109e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,vroomo27,2020-06-20 01:31:28,@killerdashthezombie well any slightly bigger artist,1.0,17877592540712148,1.78455397702109e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,tommyslade21,2020-06-20 01:35:37,@killerdashthezombie Every other living thing on this planet,2.0,18145510135034741,1.78455397702109e+16
144,,2335357436659587102,True,10150,IMAGE,471188176,CBo2zcjqVge,2020-06-19,twitter,,,,pizza.rolls3899458,2020-06-20 01:41:57,@killerdashthezombie @tayk47shawty,,17890866553551922,1.78455397702109e+16
