p_comments_count,p_caption,p_ig_id,p_is_comment_enabled,p_like_count,p_media_type,p_owner,p_shortcode,p_timestamp,p_username,p_views_count,p_location,p_location_id,c_username,c_timestamp,c_text,c_like_count,c_id,c_parent_id
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,adzan_ozan,2020-06-30 22:51:52,kameraku kentang,0,17954032291330379,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,b.molina.aquite,2020-06-30 22:53:05,@gdangond,1,18060434032234488,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,quiroga.zip,2020-06-30 22:54:55,@iblonskaa look this :0,1,17853449246108233,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,santirev_2007,2020-06-30 22:58:39,When y put see on 3d Google close,0,17932366525387194,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,james_the_names,2020-06-30 23:41:40,What's an accelerated reader dinosaur,0,17848355288188944,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,dianags_033,2020-06-30 23:49:01,👌🏻👌🏻👌🏻👌🏻,0,17874671293736501,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,dingoraurus,2020-06-30 19:30:31,Dingoraurus,0,18147704185040489,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,remcovroom,2020-06-30 19:36:47,🔥🔥,0,17893877674544872,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,carlosmelgoza09,2020-06-30 19:41:50,Unbelievable.,0,17844327359253419,
155,Thought AR cats and tigers were fun? Now you can turn your home into #JurassicWorld with #AR dinosaurs. 🦕 Search for dinosaurs using your mobile device and tap “View in 3D” to see them in your room. Share your best creations using #Google3D & #3Ddinos. Tap the link in bio to learn more. 🦖,2343077335623203033,True,12639,VIDEO,1067259270,CCESGwvFvjZ,,google,68014.0,,,igsumit,2020-06-30 19:42:14,"Its an awesome feature, i tried it out. I would be more happy if it was more realistic fit with the surrounding...",0,17885627071611496,
